group_2606	ACD72426.1	100.000	157	0	0	1	471	1	157	2.16e-113	327	430066
group_2606	EPF99555.1	99.363	157	1	0	1	471	1	157	1.27e-112	325	1328353
group_2606	WP_004688315.1	100.000	123	0	0	103	471	45	167	3.72e-84	254	29460
group_2606	WP_004688315.1	42.105	95	41	2	2	286	11	91	2.66e-12	71.2	29460
group_2606	WP_004689665.1	100.000	123	0	0	103	471	45	167	4.29e-84	254	234
group_2606	WP_004689665.1	43.158	95	40	2	2	286	11	91	3.10e-13	73.6	234
group_2606	WP_008935738.1	100.000	123	0	0	103	471	45	167	5.52e-84	253	234
group_2606	WP_008935738.1	42.105	95	41	2	2	286	11	91	2.07e-12	71.6	234
group_2606	WP_009363471.1	99.187	123	1	0	103	471	45	167	2.27e-83	252	234
group_2606	WP_009363471.1	43.158	95	40	2	2	286	11	91	3.30e-13	73.6	234
group_2606	WP_138143930.1	99.187	123	1	0	103	471	45	167	2.71e-83	251	1149953
group_2606	WP_138143930.1	43.158	95	40	2	2	286	11	91	3.44e-13	73.6	1149953
group_2606	WP_006174136.1	99.187	123	1	0	103	471	45	167	4.34e-83	251	234
group_2606	WP_006174136.1	43.158	95	40	2	2	286	11	91	3.16e-13	73.6	234
group_2606	WP_008504929.1	98.374	123	2	0	103	471	45	167	6.16e-83	251	234
group_2606	WP_008504929.1	43.158	95	40	2	2	286	11	91	3.37e-13	73.6	234
group_2606	AAL52202.1	100.000	122	0	0	2	367	11	132	2.10e-82	248	224914
group_2606	WP_076771596.1	96.748	123	4	0	103	471	45	167	2.68e-82	249	1844051
group_2606	WP_076771596.1	43.158	95	40	2	2	286	11	91	1.41e-13	74.7	1844051
group_2606	WP_113474768.1	76.423	123	29	0	103	471	45	167	2.45e-62	199	1909294
group_2606	WP_113474768.1	75.676	37	9	0	2	112	11	47	5.66e-10	65.1	1909294
group_2606	WP_112669716.1	76.423	123	29	0	103	471	45	167	1.03e-61	197	1909294
group_2606	WP_112669716.1	75.676	37	9	0	2	112	11	47	6.09e-10	65.1	1909294
group_2606	WP_006466735.1	75.610	123	30	0	103	471	45	167	2.34e-61	196	94625
group_2606	WP_006466735.1	75.676	37	9	0	2	112	11	47	5.66e-10	65.1	94625
group_2606	WP_113464457.1	74.797	123	31	0	103	471	45	167	2.78e-61	196	1909294
group_2606	WP_113464457.1	75.676	37	9	0	2	112	11	47	5.15e-10	65.1	1909294
group_2606	WP_105541760.1	77.236	123	28	0	103	471	45	167	3.99e-61	196	1827297
group_2606	WP_105541760.1	72.973	37	10	0	2	112	11	47	1.16e-09	64.3	1827297
group_2606	WP_100650066.1	74.797	123	31	0	103	471	45	167	5.31e-61	195	528
group_2606	WP_100650066.1	75.676	37	9	0	2	112	11	47	5.09e-10	65.1	528
group_2606	WP_113341820.1	73.984	123	32	0	103	471	45	167	5.67e-61	195	1909294
group_2606	WP_113341820.1	75.676	37	9	0	2	112	11	47	5.42e-10	65.1	1909294
group_2606	WP_025091454.1	74.797	123	31	0	103	471	45	167	9.58e-61	194	528
group_2606	WP_025091454.1	75.676	37	9	0	2	112	11	47	5.04e-10	65.1	528
group_2606	WP_140019518.1	77.236	123	28	0	103	471	45	167	1.77e-60	194	867683
group_2606	WP_140019518.1	72.973	37	10	0	2	112	11	47	4.17e-08	60.1	867683
group_2606	WP_121995115.1	73.984	123	32	0	103	471	45	167	2.68e-60	193	1909294
group_2606	WP_121995115.1	75.676	37	9	0	2	112	11	47	6.28e-10	65.1	1909294
group_2606	WP_119041826.1	73.984	123	32	0	103	471	45	167	3.30e-60	193	419474
group_2606	WP_119041826.1	72.973	37	10	0	2	112	11	47	3.26e-09	63.2	419474
group_2606	WP_112700405.1	75.610	123	30	0	103	471	45	167	4.38e-60	193	1909294
group_2606	WP_112700405.1	75.676	37	9	0	2	112	11	47	7.43e-10	64.7	1909294
group_2606	OJX99253.1	73.984	123	32	0	103	471	45	167	1.05e-59	192	1895812
group_2606	OJX99253.1	78.378	37	8	0	2	112	11	47	1.08e-09	64.3	1895812
group_2606	WP_022568839.1	75.000	124	30	1	103	471	45	168	2.14e-59	191	94625
group_2606	WP_022568839.1	75.676	37	9	0	2	112	11	47	5.89e-10	65.1	94625
group_2606	AEW13162.1	97.849	93	2	0	97	375	43	135	3.09e-59	190	1104321
group_2606	AEW13162.1	43.158	95	40	2	2	286	11	91	2.78e-13	73.2	1104321
group_2606	WP_006472160.1	72.358	123	34	0	103	471	45	167	4.51e-59	190	528
group_2606	WP_006472160.1	75.676	37	9	0	2	112	11	47	4.93e-10	65.1	528
group_2606	WP_138785173.1	73.984	123	32	0	103	471	45	167	5.93e-59	190	419474
group_2606	WP_138785173.1	75.676	37	9	0	2	112	11	47	4.73e-10	65.5	419474
group_2606	WP_078340431.1	73.171	123	33	0	103	471	38	160	2.34e-58	188	1920636
group_2606	WP_078340431.1	75.676	37	9	0	2	112	4	40	3.46e-10	65.5	1920636
group_2606	WP_113533578.1	73.171	123	33	0	103	471	45	167	2.46e-58	188	1909294
group_2606	WP_113533578.1	75.676	37	9	0	2	112	11	47	4.08e-10	65.5	1909294
group_2606	WP_109369118.1	72.358	123	34	0	103	471	45	167	3.76e-58	188	528
group_2606	WP_109369118.1	75.676	37	9	0	2	112	11	47	5.54e-10	65.1	528
group_2606	WP_122000216.1	73.171	123	33	0	103	471	45	167	9.43e-58	187	1909294
group_2606	WP_122000216.1	75.676	37	9	0	2	112	11	47	6.28e-10	65.1	1909294
group_2606	WP_140025012.1	72.358	123	34	0	103	471	45	167	1.23e-57	187	2479765
group_2606	WP_140025012.1	75.676	37	9	0	2	112	11	47	1.23e-57	65.1	2479765
group_2606	WP_112588158.1	72.358	123	34	0	103	471	45	167	6.98e-57	184	1909294
group_2606	WP_112588158.1	75.676	37	9	0	2	112	11	47	6.98e-57	64.7	1909294
group_2606	WP_109988199.1	71.545	123	35	0	103	471	45	167	1.10e-56	184	2203419
group_2606	WP_109988199.1	75.676	37	9	0	2	112	11	47	1.10e-56	64.7	2203419
group_2606	WP_114215439.1	72.358	123	34	0	103	471	45	167	2.05e-56	183	1830124
group_2606	WP_114215439.1	75.676	37	9	0	2	112	11	47	2.05e-56	64.3	1830124
group_2606	WP_061346368.1	71.545	123	35	0	103	471	45	167	4.32e-56	183	529
group_2606	WP_061346368.1	72.973	37	10	0	2	112	11	47	4.32e-56	63.5	529
group_2606	WP_121983828.1	72.358	123	34	0	103	471	45	167	5.64e-56	181	936132
group_2606	WP_121983828.1	75.676	37	9	0	2	112	11	47	5.64e-56	65.1	936132
group_2606	WP_071632795.1	70.732	123	36	0	103	471	45	167	5.97e-56	181	407152
group_2606	WP_071632795.1	75.676	37	9	0	2	112	11	47	5.97e-56	65.1	407152
group_2606	WP_104757230.1	70.732	123	36	0	103	471	45	167	6.07e-56	181	335286
group_2606	WP_104757230.1	75.676	37	9	0	2	112	11	47	6.07e-56	64.3	335286
group_2606	WP_036586792.1	71.545	123	35	0	103	471	45	167	6.76e-56	181	528
group_2606	WP_036586792.1	75.676	37	9	0	2	112	11	47	6.76e-56	65.1	528
group_2606	WP_100559065.1	71.545	123	35	0	103	471	45	167	7.01e-56	182	528
group_2606	WP_100559065.1	70.270	37	11	0	2	112	11	47	1.02e-07	58.9	528
group_2606	WP_043062073.1	70.732	123	36	0	103	471	45	167	1.02e-55	180	528
group_2606	WP_043062073.1	75.676	37	9	0	2	112	11	47	1.02e-55	65.1	528
group_2606	WP_010661305.1	70.732	123	36	0	103	471	45	167	1.51e-55	179	528
group_2606	WP_010661305.1	75.676	37	9	0	2	112	11	47	1.51e-55	65.1	528
group_2606	WP_139975792.1	68.293	123	39	0	103	471	45	167	1.70e-55	180	2583453
group_2606	WP_139975792.1	75.676	37	9	0	2	112	11	47	1.70e-55	64.7	2583453
group_2606	WP_024898865.1	70.732	123	36	0	103	471	45	167	1.76e-55	181	528
group_2606	WP_024898865.1	70.270	37	11	0	2	112	11	47	1.02e-07	58.9	528
group_2606	WP_012092115.1	70.732	123	36	0	103	471	45	167	2.59e-55	180	529
group_2606	WP_012092115.1	72.973	37	10	0	2	112	11	47	2.59e-55	63.5	529
