1.0564	1563	1563	U	0	unclassified
98.9436	146386	9904	R	1	root
69.1218	102265	1872	R1	131567	  cellular organisms
65.6659	97152	22015	D	2	    Bacteria
28.7822	42583	7874	P	1224	      Proteobacteria
14.8430	21960	1358	C	28211	        Alphaproteobacteria
12.4036	18351	949	O	356	          Rhizobiales
10.1886	15074	623	F	41294	            Bradyrhizobiaceae
9.1836	13587	2044	G	374	              Bradyrhizobium
5.7168	8458	1021	G1	2631580	                unclassified Bradyrhizobium
2.1676	3207	3207	S	2057741	                  Bradyrhizobium sp. SK17
1.7384	2572	2572	S	1197460	                  Bradyrhizobium sp. 6(2017)
0.1730	256	256	S	288000	                  Bradyrhizobium sp. BTAi1
0.1007	149	149	S	115808	                  Bradyrhizobium sp. ORS 285
0.0987	146	146	S	858422	                  Bradyrhizobium sp. CCBAU 051011
0.0953	141	141	S	1404864	                  Bradyrhizobium sp. 58S1
0.0940	139	139	S	167468	                  Bradyrhizobium sp. ORS 3257
0.0858	127	127	S	1404888	                  Bradyrhizobium sp. 1(2017)
0.0764	113	113	S	114615	                  Bradyrhizobium sp. ORS 278
0.0696	103	103	S	376	                  Bradyrhizobium sp.
0.0696	103	103	S	335659	                  Bradyrhizobium sp. S23321
0.0642	95	95	S	1223566	                  Bradyrhizobium sp. CCGE-LA001
0.0615	91	91	S	1404402	                  Bradyrhizobium sp. 4(2017)
0.0568	84	84	S	319017	                  Bradyrhizobium sp. WSM471
0.0270	40	40	S	2599819	                  Bradyrhizobium sp. TM102
0.0257	38	38	S	2599805	                  Bradyrhizobium sp. SG09
0.0223	33	33	S	2493093	                  Bradyrhizobium sp. LCT2
0.2359	349	349	S	1437360	                Bradyrhizobium erythrophlei
0.2291	339	339	S	244734	                Bradyrhizobium betae
0.2244	332	332	S	931866	                Bradyrhizobium ottawaense
0.1886	279	279	S	722472	                Bradyrhizobium lablabi
0.1507	223	223	S	1274631	                Bradyrhizobium icense
0.1277	189	139	S	375	                Bradyrhizobium japonicum
0.0338	50	50	S1	476282	                  Bradyrhizobium japonicum SEMIA 5079
0.1223	181	181	S	255045	                Bradyrhizobium canariense
0.1217	180	180	S	1404367	                Bradyrhizobium symbiodeficiens
0.1115	165	165	S	190148	                Bradyrhizobium paxllaeri
0.1054	156	156	S	1355477	                Bradyrhizobium diazoefficiens
0.0926	137	0	S	44255	                Bradyrhizobium oligotrophicum
0.0926	137	137	S1	1245469	                  Bradyrhizobium oligotrophicum S58
0.0885	131	131	S	1325090	                Bradyrhizobium guangdongense
0.0858	127	127	S	1325095	                Bradyrhizobium guangzhouense
0.0825	122	122	S	1325107	                Bradyrhizobium zhanjiangense
0.0662	98	98	S	1325115	                Bradyrhizobium guangxiense
0.0520	77	77	S	1404768	                Bradyrhizobium amphicarpaeae
0.2555	378	0	G	1073	              Rhodopseudomonas
0.2555	378	149	S	1076	                Rhodopseudomonas palustris
0.0460	68	68	S1	316058	                  Rhodopseudomonas palustris HaA2
0.0379	56	56	S1	316055	                  Rhodopseudomonas palustris BisA53
0.0297	44	44	S1	316056	                  Rhodopseudomonas palustris BisB18
0.0291	43	43	S1	652103	                  Rhodopseudomonas palustris DX-1
0.0068	10	10	S1	258594	                  Rhodopseudomonas palustris CGA009
0.0054	8	8	S1	395960	                  Rhodopseudomonas palustris TIE-1
0.0737	109	0	G	1033	              Afipia
0.0737	109	0	G1	2642050	                unclassified Afipia
0.0737	109	109	S	1882747	                  Afipia sp. GAS231
0.0716	106	1	G	85413	              Bosea
0.0602	89	3	G1	2653178	                unclassified Bosea
0.0182	27	27	S	1867715	                  Bosea sp. Tri-49
0.0135	20	20	S	2015316	                  Bosea sp. AS-1
0.0095	14	14	S	2599640	                  Bosea sp. F3-2
0.0095	14	14	S	1842539	                  Bosea sp. RAC05
0.0074	11	11	S	1792307	                  Bosea sp. PAMC 26642
0.0108	16	16	S	1526658	                Bosea vaviloviae
0.0554	82	0	G	911	              Nitrobacter
0.0426	63	0	S	912	                Nitrobacter hamburgensis
