group_3629	WP_002967147_1	100.000	319	0	0	1	957	1	319	0.0	645	N/A
group_3629	WP_067965973_1	68.012	322	97	1	1	948	1	322	2.67e-157	447	N/A
group_3629	WP_018066793_1	62.069	290	109	1	79	948	28	316	4.15e-128	373	N/A
group_3629	WP_108392488_1	58.419	291	121	0	76	948	45	335	2.62e-122	359	N/A
group_3629	NP_631590_1	58.076	291	122	0	79	951	46	336	6.56e-122	358	N/A
group_3629	WP_041366410_1	54.849	299	135	0	58	954	19	317	5.93e-119	350	N/A
group_3629	WP_009942758_1	54.452	292	133	0	79	954	36	327	3.49e-117	346	N/A
group_3629	WP_082717048_1	55.442	294	131	0	73	954	45	338	2.29e-113	337	N/A
group_3629	WP_080041674_1	53.145	318	144	3	1	951	4	317	1.84e-112	333	N/A
group_3629	WP_012889762_1	56.122	294	127	1	79	954	40	333	1.49e-111	332	N/A
group_3629	WP_044570428_1	46.939	294	156	0	73	954	44	337	1.13e-91	281	N/A
group_3629	WP_129072056_1	40.468	299	172	4	73	954	37	334	8.67e-64	210	N/A
group_3629	WP_128743970_1	32.082	293	196	2	73	942	48	340	3.34e-46	164	N/A
group_3629	WP_121616488_1	32.734	278	182	3	82	903	42	318	7.41e-43	155	N/A
group_3629	WP_014487760_1	31.864	295	194	4	76	945	40	332	2.58e-41	151	N/A
group_3629	WP_004223406_1	30.743	296	200	3	79	951	51	346	4.62e-38	143	N/A
group_3629	WP_014749003_1	32.416	327	203	7	1	930	1	326	4.90e-38	142	N/A
group_3629	WP_096353289_1	28.239	301	210	3	46	933	23	322	9.50e-36	137	N/A
group_3629	WP_007495185_1	33.766	231	149	3	79	759	56	286	1.71e-35	136	N/A
group_3629	WP_126420860_1	27.425	299	212	3	67	954	54	350	4.02e-32	127	N/A
group_3629	WP_021003913_1	28.664	307	212	4	46	948	21	326	5.68e-32	127	N/A
group_3629	WP_012700787_1	27.211	294	201	5	79	933	31	320	4.14e-27	114	N/A
group_3629	WP_012265167_1	31.203	266	165	6	52	822	34	290	8.26e-24	105	N/A
group_3629	WP_012236007_1	33.755	237	148	5	64	759	46	278	1.13e-23	104	N/A
group_3629	WP_013443341_1	28.477	302	195	10	1	873	1	292	4.51e-23	102	N/A
group_3629	WP_014752049_1	29.562	274	181	6	121	909	50	322	1.66e-22	101	N/A
group_3629	WP_012895620_1	31.250	304	176	13	79	933	46	335	4.31e-22	100	N/A
group_3629	WP_012876154_1	28.477	302	187	8	79	945	40	325	1.89e-21	98.2	N/A
group_3629	WP_003248751_1	28.682	258	169	7	70	816	36	287	2.10e-21	98.2	N/A
group_3629	WP_013392084_1	27.134	328	205	8	34	948	17	333	4.34e-21	97.8	N/A
group_3629	BBD55545_1	28.058	278	162	8	1	753	1	267	5.43e-21	97.4	N/A
group_3629	WP_013413693_1	29.880	251	166	8	79	816	32	277	2.48e-20	95.1	N/A
group_3629	WP_013230639_1	29.018	224	151	4	127	786	40	259	3.62e-20	94.7	N/A
group_3629	WP_010871924_1	27.517	298	183	7	1	822	11	299	6.08e-20	94.4	N/A
group_3629	WP_014434362_1	27.574	272	183	7	127	918	53	318	1.13e-19	93.6	N/A
group_3629	WP_015220982_1	27.181	298	187	7	1	822	1	292	1.20e-19	93.6	N/A
group_3629	WP_094246433_1	28.030	264	175	7	76	846	40	295	1.26e-19	93.6	N/A
group_3629	WP_015191027_1	29.537	281	179	7	79	894	46	316	1.41e-19	93.6	N/A
group_3629	WP_096724408_1	28.782	271	166	11	16	765	16	280	1.61e-19	93.2	N/A
group_3629	WP_023561510_1	28.956	297	196	7	58	918	28	319	1.87e-19	92.8	N/A
group_3629	WP_106055468_1	31.488	289	182	10	67	903	23	305	2.13e-19	92.4	N/A
group_3629	WP_016886186_1	29.508	244	150	5	127	816	54	289	2.55e-19	92.4	N/A
group_3629	WP_009458530_1	32.719	217	130	6	127	753	58	266	5.36e-19	91.7	N/A
group_3629	WP_062403826_1	25.731	342	220	12	1	948	1	334	6.85e-19	91.7	N/A
group_3629	WP_015153774_1	32.474	194	124	4	277	849	113	302	7.36e-19	91.3	N/A
group_3629	WP_054292722_1	28.085	235	163	4	127	822	46	277	7.80e-19	90.9	N/A
group_3629	WP_008048892_1	27.241	290	191	9	1	831	1	283	9.05e-19	90.9	N/A
group_3629	WP_062627398_1	27.753	227	154	6	112	774	40	262	1.04e-18	90.5	N/A
group_3629	WP_015190791_1	30.000	230	152	6	76	753	41	265	1.55e-18	90.5	N/A
group_3629	WP_013119494_1	28.462	260	169	7	76	831	43	293	1.55e-18	90.5	N/A
