BranAssembly	NODE_1_length_65029_cov_9.892185	23.1463	6.43346	0.0494478	0.277948	0.999985
BranAssembly	NODE_2_length_58687_cov_9.983054	23.0872	6.6301	0.053642	0.287177	0.999813
BranAssembly	NODE_3_length_48767_cov_9.772867	22.7536	6.43326	0.0570984	0.282736	1
BranAssembly	NODE_4_length_48353_cov_10.343825	23.7442	6.36563	0.0567396	0.268092	0.999917
BranAssembly	NODE_5_length_43980_cov_9.652181	22.5742	6.2987	0.058868	0.279022	0.999932
BranAssembly	NODE_6_length_42089_cov_9.806515	23.1354	6.39299	0.0610767	0.276329	0.999952
BranAssembly	NODE_7_length_38839_cov_10.080598	23.6077	6.47975	0.0644437	0.274476	0.999897
BranAssembly	NODE_8_length_38514_cov_9.622710	22.6691	6.19303	0.0618515	0.273193	0.999974
BranAssembly	NODE_9_length_38431_cov_9.584266	22.7029	6.23389	0.0623268	0.274586	0.999792
BranAssembly	NODE_10_length_32548_cov_9.817522	23.0337	6.20237	0.0673832	0.269274	1
BranAssembly	NODE_11_length_31930_cov_8.702987	21.2222	6.41258	0.0703379	0.302164	1
BranAssembly	NODE_12_length_31038_cov_10.087781	23.2375	6.53493	0.0727026	0.281223	0.999903
BranAssembly	NODE_13_length_30099_cov_10.656269	23.9642	6.59257	0.0744791	0.275101	1
BranAssembly	NODE_14_length_29475_cov_9.870984	23.1458	6.58519	0.0751791	0.28451	1
BranAssembly	NODE_15_length_27870_cov_9.874897	23.2842	6.25795	0.0734716	0.268763	0.999677
BranAssembly	NODE_16_length_27767_cov_9.440299	22.3857	6.25909	0.0736212	0.279602	1
BranAssembly	NODE_17_length_27545_cov_9.631523	22.6228	6.44589	0.0761233	0.284929	1
BranAssembly	NODE_18_length_27336_cov_9.352510	22.1931	6.40753	0.075959	0.288717	1
BranAssembly	NODE_19_length_27282_cov_9.051701	21.8173	6.03904	0.0716615	0.276801	0.999963
BranAssembly	NODE_20_length_27155_cov_9.787178	23.0688	6.56258	0.0780559	0.284479	0.999742
BranAssembly	NODE_21_length_27076_cov_10.184161	23.5777	6.08174	0.0724422	0.257945	0.999889
BranAssembly	NODE_22_length_26842_cov_9.954798	23.1457	6.54247	0.0782691	0.282665	1
BranAssembly	NODE_23_length_26045_cov_10.115852	23.5867	6.80706	0.0826711	0.288598	0.999962
BranAssembly	NODE_24_length_26024_cov_9.290825	22.1579	6.53454	0.0793933	0.294908	1
BranAssembly	NODE_25_length_25727_cov_9.398708	22.433	6.53443	0.0798489	0.291287	0.999067
BranAssembly	NODE_26_length_25036_cov_8.952413	21.4719	6.485	0.080331	0.302023	0.99996
BranAssembly	NODE_27_length_24835_cov_9.146981	21.958	6.30117	0.0783691	0.286964	0.999517
BranAssembly	NODE_28_length_24057_cov_10.647328	24.2363	6.574	0.083074	0.271246	0.999834
BranAssembly	NODE_29_length_23336_cov_10.269661	23.5674	6.50308	0.0834376	0.275935	1
BranAssembly	NODE_30_length_23246_cov_9.041651	21.3501	6.62683	0.0851898	0.310388	0.999785
BranAssembly	NODE_31_length_23043_cov_9.204310	21.9505	6.33227	0.081761	0.28848	0.999653
BranAssembly	NODE_32_length_22866_cov_9.497307	22.3561	6.45002	0.0836031	0.288513	0.999606
BranAssembly	NODE_33_length_22860_cov_10.004292	23.425	6.49762	0.0842311	0.27738	1
BranAssembly	NODE_34_length_22656_cov_9.695231	22.6728	6.61431	0.0861289	0.291728	0.999912
BranAssembly	NODE_35_length_22186_cov_9.763009	22.8587	6.29626	0.0828512	0.275442	0.99991
BranAssembly	NODE_36_length_21338_cov_9.707682	22.5972	6.24103	0.0837405	0.276186	1
BranAssembly	NODE_37_length_21271_cov_9.937529	23.6283	6.72697	0.0904027	0.284699	1
BranAssembly	NODE_38_length_21109_cov_9.917742	22.7674	6.31987	0.085257	0.277585	0.999953
BranAssembly	NODE_39_length_20565_cov_8.990115	21.5642	6.74864	0.0922376	0.312956	0.999222
BranAssembly	NODE_40_length_20507_cov_9.824641	22.9574	6.79934	0.0930619	0.296172	1
BranAssembly	NODE_41_length_20429_cov_10.672353	24.2747	6.69618	0.0918247	0.27585	0.999853
BranAssembly	NODE_42_length_20126_cov_9.977658	23.2008	6.51614	0.090026	0.280858	1
BranAssembly	NODE_43_length_19966_cov_10.545468	23.7964	6.71757	0.09318	0.282294	1
BranAssembly	NODE_44_length_19735_cov_9.525069	22.4669	6.34653	0.0885469	0.282483	0.999797
BranAssembly	NODE_45_length_19301_cov_9.677823	22.7011	6.22212	0.0877819	0.274089	1
BranAssembly	NODE_46_length_19292_cov_9.703421	22.6673	6.31222	0.0890737	0.278472	0.999948
BranAssembly	NODE_47_length_19287_cov_10.275314	23.4957	6.94533	0.0980205	0.2956	0.999896
BranAssembly	NODE_48_length_19099_cov_9.362821	22.1508	5.98087	0.0848233	0.270006	0.999686
BranAssembly	NODE_49_length_18873_cov_9.707440	22.9895	6.40777	0.0914203	0.278727	1
BranAssembly	NODE_50_length_18707_cov_8.801210	21.0331	6.404	0.091771	0.304472	0.99984
BranAssembly	NODE_51_length_18699_cov_9.819336	22.9771	6.29672	0.0902529	0.274044	0.999412
BranAssembly	NODE_52_length_18546_cov_9.980288	23.474	6.6944	0.096348	0.285184	0.999569
BranAssembly	NODE_53_length_18300_cov_9.600898	22.3999	6.38598	0.0925248	0.28509	1
BranAssembly	NODE_54_length_17741_cov_10.046579	23.3311	6.4773	0.095315	0.277625	0.999944
BranAssembly	NODE_55_length_17586_cov_9.135900	21.6969	6.45048	0.0953377	0.2973	1
BranAssembly	NODE_56_length_17526_cov_9.939761	23.1153	6.55769	0.097088	0.283695	0.999544
BranAssembly	NODE_57_length_17522_cov_10.116161	23.3335	6.71994	0.0995015	0.287995	0.999886
BranAssembly	NODE_58_length_17517_cov_10.119682	23.2963	6.42031	0.0950784	0.275593	0.999715
BranAssembly	NODE_59_length_17366_cov_9.680741	22.6012	6.32333	0.0940486	0.279778	1
BranAssembly	NODE_60_length_16827_cov_8.644660	20.9488	6.45733	0.0975676	0.308243	1
BranAssembly	NODE_61_length_16291_cov_8.942750	21.3922	6.45644	0.099146	0.301812	0.999877
BranAssembly	NODE_62_length_16140_cov_10.085345	23.4316	6.88499	0.10622	0.293833	1
BranAssembly	NODE_63_length_16033_cov_9.506748	22.1423	6.61838	0.102447	0.298902	1
BranAssembly	NODE_64_length_15949_cov_9.545163	22.5792	6.3676	0.0988246	0.282012	1
BranAssembly	NODE_65_length_15848_cov_10.325684	24.2174	6.28718	0.097887	0.259614	0.999874
BranAssembly	NODE_66_length_15833_cov_9.700835	22.6639	6.1777	0.096228	0.272579	1
BranAssembly	NODE_68_length_15679_cov_9.060511	21.5546	6.41593	0.100428	0.297659	1
BranAssembly	NODE_69_length_15246_cov_10.031215	22.9391	6.77065	0.107475	0.295157	1
BranAssembly	NODE_70_length_15109_cov_8.426127	20.5035	5.88373	0.093819	0.286962	0.999801
BranAssembly	NODE_71_length_15045_cov_9.384790	22.5215	6.38447	0.10202	0.283483	0.999535
BranAssembly	NODE_72_length_15041_cov_8.835598	21.6343	6.18737	0.0988835	0.285998	1
BranAssembly	NODE_73_length_14982_cov_9.696716	22.9501	6.21829	0.0995731	0.270949	0.999733
BranAssembly	NODE_74_length_14901_cov_9.806549	22.8494	6.34394	0.101861	0.277642	1
BranAssembly	NODE_75_length_14618_cov_10.484338	23.7481	6.57733	0.106626	0.276962	0.999863
