7.9171	1281686	1281686	U	0	unclassified
92.0829	14907060	28118	R	1	root
91.8497	14869318	800424	R1	131567	  cellular organisms
52.9795	8576720	0	D	2759	    Eukaryota
52.9795	8576720	0	D1	33154	      Opisthokonta
52.9795	8576720	0	K	33208	        Metazoa
52.9795	8576720	0	K1	6072	          Eumetazoa
52.9795	8576720	0	K2	33213	            Bilateria
52.9795	8576720	0	K3	33511	              Deuterostomia
52.9795	8576720	0	P	7711	                Chordata
52.9795	8576720	0	P1	89593	                  Craniata
52.9795	8576720	0	P2	7742	                    Vertebrata
52.9795	8576720	0	P3	7776	                      Gnathostomata
52.9795	8576720	0	P4	117570	                        Teleostomi
52.9795	8576720	0	P5	117571	                          Euteleostomi
52.9795	8576720	0	P6	8287	                            Sarcopterygii
52.9795	8576720	0	P7	1338369	                              Dipnotetrapodomorpha
52.9795	8576720	0	P8	32523	                                Tetrapoda
52.9795	8576720	0	P9	32524	                                  Amniota
52.9795	8576720	0	C	40674	                                    Mammalia
52.9795	8576720	0	C1	32525	                                      Theria
52.9795	8576720	0	C2	9347	                                        Eutheria
52.9795	8576720	0	C3	1437010	                                          Boreoeutheria
52.9795	8576720	0	C4	314146	                                            Euarchontoglires
52.9795	8576720	0	O	9443	                                              Primates
52.9795	8576720	0	O1	376913	                                                Haplorrhini
52.9795	8576720	0	O2	314293	                                                  Simiiformes
52.9795	8576720	0	O3	9526	                                                    Catarrhini
52.9795	8576720	0	O4	314295	                                                      Hominoidea
52.9795	8576720	0	F	9604	                                                        Hominidae
52.9795	8576720	0	F1	207598	                                                          Homininae
52.9795	8576720	0	G	9605	                                                            Homo
52.9795	8576720	8576720	S	9606	                                                              Homo sapiens
33.7320	5460780	795191	D	2	    Bacteria
22.7571	3684096	167775	P	1224	      Proteobacteria
18.5173	2997724	30910	C	28211	        Alphaproteobacteria
17.9571	2907025	41649	O	356	          Rhizobiales
17.3731	2812493	32443	F	118882	            Brucellaceae
17.1561	2777352	2655924	G	234	              Brucella
0.6360	102959	84002	S	29459	                Brucella melitensis
0.1162	18804	0	S1	644340	                  Brucella melitensis bv. 3
0.1162	18804	18804	S2	520466	                    Brucella melitensis bv. 3 str. Ether
0.0005	74	0	S1	644337	                  Brucella melitensis bv. 1
0.0005	74	74	S2	224914	                    Brucella melitensis bv. 1 str. 16M
0.0002	40	3	S1	941967	                  Brucella melitensis M28
0.0002	37	37	S2	703352	                    Brucella melitensis M5-90
0.0002	27	6	S1	645169	                  Brucella melitensis bv. 2
0.0001	14	14	S2	520465	                    Brucella melitensis bv. 2 str. 63/9
0.0000	7	7	S2	546272	                    Brucella melitensis ATCC 23457
0.0001	12	12	S1	1029825	                  Brucella melitensis NI
0.0853	13804	3304	G1	2632610	                unclassified Brucella
0.0159	2571	2571	S	2592625	                  Brucella sp. 2280
0.0150	2427	2427	S	1149953	                  Brucella sp. 10RB9215
0.0138	2231	2231	S	1844051	                  Brucella sp. 09RB8910
0.0108	1752	1752	S	1885919	                  Brucella sp. 141012304
0.0093	1505	1505	S	1149952	                  Brucella sp. 09RB8471
0.0001	14	14	S	1891098	                  Brucella sp. 2002734562
0.0094	1523	1380	S	235	                Brucella abortus
0.0004	64	0	S1	644332	                  Brucella abortus bv. 2
0.0004	64	64	S2	520450	                    Brucella abortus bv. 2 str. 86/8/59
0.0002	26	0	S1	1567504	                  Brucella abortus bv. 6
0.0002	26	26	S2	520454	                    Brucella abortus bv. 6 str. 870
0.0001	23	23	S1	1104320	                  Brucella abortus A13334
0.0001	17	17	S1	1210454	                  Brucella abortus 104M
0.0000	5	0	S1	1567505	                  Brucella abortus bv. 9
0.0000	5	5	S2	520455	                    Brucella abortus bv. 9 str. C68
0.0000	4	0	S1	35802	                  Brucella abortus bv. 1
0.0000	4	4	S2	262698	                    Brucella abortus bv. 1 str. 9-941
0.0000	3	3	S1	430066	                  Brucella abortus S19
0.0000	1	1	S1	1198700	                  Brucella abortus RB51-AHVLA
0.0077	1242	387	S	29461	                Brucella suis
0.0036	576	546	S1	645170	                  Brucella suis bv. 2
0.0002	30	30	S2	470137	                    Brucella suis ATCC 23445
0.0011	174	174	S1	1171378	                  Brucella suis 019
0.0006	100	0	S1	1567496	                  Brucella suis bv. 3
0.0006	100	100	S2	520487	                    Brucella suis bv. 3 str. 686
0.0000	3	3	S1	1112912	                  Brucella suis VBI22
0.0000	1	0	S1	644346	                  Brucella suis bv. 1
0.0000	1	1	S2	1004954	                    Brucella suis bv. 1 str. S2
0.0000	1	1	S1	204722	                  Brucella suis 1330
0.0040	645	0	S	236	                Brucella ovis
0.0040	645	645	S1	444178	                  Brucella ovis ATCC 25840
0.0026	414	363	S	120577	                Brucella ceti
0.0002	26	26	S1	1423891	                  Brucella ceti TE10759-12
0.0002	25	25	S1	1407053	                  Brucella ceti TE28753-12
0.0023	377	282	S	36855	                Brucella canis
0.0005	80	80	S1	1408887	                  Brucella canis str. Oliveri
0.0001	15	15	S1	1104321	                  Brucella canis HSK A52141
0.0020	324	117	S	120576	                Brucella pinnipedialis
0.0013	207	207	S1	520461	                  Brucella pinnipedialis B2/94
0.0009	140	0	S	444163	                Brucella microti
0.0009	140	140	S1	568815	                  Brucella microti CCM 4915
0.0167	2698	370	G	528	              Ochrobactrum
0.0078	1266	1059	S	529	                Ochrobactrum anthropi
0.0013	207	207	S1	439375	                  Ochrobactrum anthropi ATCC 49188
0.0031	495	495	S	271865	                Ochrobactrum quorumnocens
0.0018	290	290	S	571256	                Ochrobactrum pituitosum
0.0017	277	277	S	419475	                Ochrobactrum pseudogrignonense
0.1156	18708	510	F	82115	            Rhizobiaceae
0.0830	13431	613	F1	227290	              Rhizobium/Agrobacterium group
0.0541	8756	1033	G	379	                Rhizobium
0.0155	2514	1192	S	384	                  Rhizobium leguminosarum
0.0057	923	465	S1	386	                    Rhizobium leguminosarum bv. trifolii
0.0011	173	173	S2	1033991	                      Rhizobium leguminosarum bv. trifolii CB782
0.0006	101	101	S2	395492	                      Rhizobium leguminosarum bv. trifolii WSM2304
0.0006	94	94	S2	395491	                      Rhizobium leguminosarum bv. trifolii WSM1325
0.0006	90	90	S2	754523	                      Rhizobium leguminosarum bv. trifolii WSM1689
0.0025	399	223	S1	387	                    Rhizobium leguminosarum bv. viciae
