group_2373	51.63
group_3762	54.80
sutR	52.83
ygaZ	51.85
group_2375	60.21
queA	58.24
group_3721	59.57
group_4020	56.01
coaD	55.76
group_3588	52.67
group_1789	52.53
gyrA	58.87
group_1251	56.83
phnN	56.02
phnF	54.86
group_1252	54.50
group_605	57.53
group_33	57.31
group_606	59.55
group_2376	59.04
group_1253	56.71
group_1254	57.07
group_207	54.68
group_3812	58.09
group_607	55.57
group_1791	57.92
murA	61.09
group_1792	55.10
hisD	61.64
group_1793	59.01
group_1794	58.65
infA	52.05
group_2378	61.08
yacG	59.72
btpA	46.86
group_2380	55.38
group_1255	52.17
group_2381	52.38
group_1256	56.90
group_1795	55.56
group_2382	51.89
group_2383	54.39
group_2384	53.66
group_1796	36.69
group_2385	40.33
group_1257	48.45
group_2386	47.06
group_2387	58.55
group_2388	55.56
group_1258	48.05
group_2389	52.94
group_1797	48.63
group_2390	56.84
group_41	55.82
group_2391	50.85
group_2392	53.59
group_2393	50.30
group_916	50.34
group_610	55.10
group_1259	59.75
group_2394	52.38
group_2395	55.25
group_1798	45.64
group_1260	54.63
group_1799	48.01
group_917	58.61
group_918	59.22
group_3693	51.52
group_919	60.46
rhaM	51.01
group_1261	59.87
ugpC_1	60.26
group_1800	59.70
group_144	58.95
group_1801	57.73
group_1764	60.38
group_1262	59.95
group_2396	62.16
group_1263	57.48
group_22	60.51
soxD	58.82
group_613	59.57
group_287	60.98
group_2397	49.67
group_1264	43.75
group_3889	56.45
group_1265	62.29
group_920	63.58
group_419	61.04
hmrR	58.67
group_10	62.15
group_921	57.77
thiD	62.67
thiO	63.58
thiS	59.09
thiG	62.52
group_288	57.38
tenA	58.94
ribX	64.47
astD	59.21
atm1	61.46
group_1269	61.67
purR	59.82
group_615	60.54
group_422	58.94
group_922	57.91
group_1270	64.71
glpD	60.21
group_923	58.21
group_924	57.32
group_4006	56.56
cysQ	61.23
cysN	58.19
cysD	55.12
group_925	59.52
group_617	51.41
metH	59.24
group_1271	61.28
group_2398	56.91
group_1272	59.24
group_3613	53.06
group_1803	59.24
group_66	63.37
group_423	57.63
group_4120	62.71
cobA_2	63.58
group_1273	61.42
rsmI	62.28
group_1274	60.41
rdgB	59.43
group_1804	57.21
group_4139	58.62
rph	62.62
hrcA	58.93
grpE	59.45
group_2399	60.12
group_425	59.92
group_95	58.40
nth	60.51
group_1276	59.04
group_3673	56.26
group_4108	58.54
ptsN	58.49
raiA	58.75
rpoN	57.68
lptB	60.16
group_1806	60.83
lptC	55.88
sppA	60.37
group_1807	55.88
group_1808	58.95
group_1809	61.59
group_1278	60.67
group_1279	60.29
group_928	52.61
group_1810	58.39
mutS	60.34
tme	61.38
group_426	61.63
group_427	58.57
murJ	59.87
trpS	59.55
group_1811	60.93
group_1280	59.69
group_1281	57.33
group_4128	63.43
regA	60.46
group_1282	59.68
group_291	60.17
galU	57.05
group_910	59.40
group_930	56.62
group_1283	56.29
group_931	55.61
virB5	56.07
group_3998	55.46
group_4148	58.05
group_1284	55.69
virB9	57.59
virB10	58.53
virB11	58.66
group_1285	57.61
group_282	58.85
group_932	53.06
group_1286	60.48
gltB	60.37
group_620	59.81
ibpA	56.05
group_1287	62.16
group_279	61.23
hisN	61.13
group_1288	58.25
group_2400	54.27
group_2401	55.24
group_2402	57.89
group_1289	59.27
group_934	65.11
mgtA	59.20
group_2403	65.31
group_935	61.58
group_936	61.61
group_209	62.33
group_4124	64.23
group_3826	58.94
group_4033	61.08
group_3759	58.72
group_3792	58.83
group_621	61.03
group_3901	57.22
braC	57.71
group_622	58.70
sigF	62.98
group_623	51.58
group_937	55.93
group_2404	57.92
group_1815	58.84
group_1290	61.65
group_69	61.11
group_2405	60.82
dhbA	61.52
group_2407	63.02
group_1291	58.21
group_1816	54.32
group_3699	57.44
group_210	62.34
rihA	61.13
rbsK	61.78
group_4145	54.23
group_1292	44.74
group_938	54.02
repB	57.65
repA	55.70
hemN_2	56.25
group_428	59.49
group_1817	54.05
group_1818	57.68
group_1819	54.76
group_1820	57.28
livH	55.09
group_939	54.38
group_429	54.60
group_625	55.04
group_940	60.09
group_1295	59.78
group_3861	56.44
group_3669	55.62
group_149	57.73
group_941	59.22
group_150	61.64
group_292	57.77
group_57	56.93
group_3756	54.01
group_942	57.24
group_4053	52.78
group_1296	62.55
btuD	61.69
group_2408	54.81
group_896	63.58
group_943	60.15
group_211	61.24
puuC	60.99
group_212	61.09
group_1297	60.79
group_944	60.46
group_3692	59.53
group_945	59.90
group_96	59.58
group_946	61.23
hpaR	60.97
group_4034	58.78
hpaE_2	59.93
hpaD	59.23
group_151	59.05
hpaH	59.20
hpaI	61.11
group_2410	58.70
styD	61.02
aldA	61.20
group_431	56.55
group_948	55.30
group_626	53.45
xylF_2	54.71
group_627	55.97
bmaC_2	57.17
bmaC_3	57.33
group_1822	54.65
fliF_2	59.61
fliF_1	59.88
group_628	59.62
group_629	60.31
group_1302	60.62
group_152	61.33
group_3934	57.59
group_1303	53.95
flgE	57.60
flgK	59.11
group_949	56.35
flaF	54.20
flbT	58.17
flgD	56.04
fliQ	55.81
group_1824	54.60
group_2412	56.97
flhA	57.98
fliR	55.99
group_1825	58.88
group_294	56.77
group_951	56.55
group_1826	58.22
group_153	57.49
znuA	54.63
zigA	56.28
group_433	56.99
group_952	58.50
tgt_1	59.61
group_1306	52.44
group_3696	55.24
group_4137	52.05
group_1307	51.62
group_434	56.48
group_3668	57.61
group_1827	51.52
group_154	59.43
group_4079	51.96
group_3635	56.94
group_3587	45.10
group_1828	50.68
group_1829	53.57
group_1308	55.58
group_2413	61.46
group_435	58.33
group_632	56.46
group_1830	55.28
moaA	58.48
group_1831	53.81
group_2414	52.20
group_953	55.70
gstB	60.00
group_954	55.82
group_155	56.00
group_1311	57.23
group_633	57.92
bepC	59.09
group_3875	56.05
group_2415	59.70
group_955	54.65
sufA	57.48
group_1312	57.90
group_1313	54.39
group_1314	51.65
group_1833	57.38
group_1834	55.66
sufD	59.08
sufC	55.82
sufB	55.64
group_295	60.14
group_957	57.78
group_3813	55.56
group_958	60.25
group_959	58.21
group_98	56.69
bcp	56.13
group_1765	56.76
group_1836	61.71
group_1	58.54
prfB	57.66
group_634	58.29
group_213	57.45
rne	58.82
aspC	59.28
group_437	58.47
group_438	56.02
aroQ	55.06
group_1838	61.15
accC	57.61
group_1839	58.60
group_3704	57.75
group_1840	59.12
group_3948	53.57
gatB	57.22
group_1237	56.50
group_2416	55.79
group_961	56.64
group_1318	59.86
trmFO	59.67
group_440	58.03
group_1319	60.26
secDF	56.83
yajC	54.39
group_1842	54.79
group_962	60.43
group_1321	58.45
surE	60.94
serS	58.65
tatC	57.21
tatB	56.53
group_4094	55.71
scpB	60.74
group_637	61.03
nagZ	59.12
group_412	59.23
group_1323	57.05
group_1324	58.56
erpA	54.74
group_441	57.34
xth	55.12
group_965	57.55
group_1844	57.37
group_1326	59.29
group_3876	54.58
cobT_1	62.35
group_442	62.32
group_1845	57.59
dusA	59.34
group_639	55.13
group_1327	58.33
group_640	59.39
group_1328	58.06
group_443	59.66
group_966	57.28
group_1240	60.10
group_3688	51.42
group_215	60.74
group_1846	60.64
group_3856	61.42
lpxL	57.61
group_1329	59.45
group_296	61.64
group_1847	58.85
garL	58.33
group_3678	56.17
group_4025	55.95
purS	58.85
purQ	60.57
group_444	57.10
purL	59.22
group_3594	58.55
grxD	50.45
group_968	58.29
group_1330	50.00
group_1331	57.97
ttcA	55.33
rpsD	57.28
group_641	53.60
group_1849	51.45
group_2419	55.56
dnaE	57.96
group_1334	61.55
group_1335	57.69
group_1850	56.96
group_3591	53.70
mce	57.28
group_99	59.87
group_969	58.52
nuoN	57.13
group_1852	57.72
nuoL	57.30
nuoK	51.78
group_3726	57.77
nuoI	58.94
nuoH	55.27
group_1338	61.06
nuoF	59.40
nuoE	58.54
ndhH	58.02
group_3617	56.81
group_3671	59.97
group_3687	52.46
group_2420	53.92
group_1854	48.26
group_1855	46.67
group_1340	47.98
group_1341	46.08
group_4141	50.89
group_1248	61.02
hrpB_2	61.51
hrpB_1	64.21
group_1856	59.00
group_1857	61.01
elaA	58.03
group_642	57.69
fghA_1	57.95
gyrB	59.82
group_972	60.13
polA	59.48
group_4132	59.60
group_3701	56.31
group_973	56.04
minC	62.12
minD	60.54
minE	57.14
group_2421	52.98
group_3751	57.51
group_157	56.64
group_644	57.68
potH	60.65
group_645	57.79
group_1859	59.86
gcvT_2	61.41
gcvH	58.81
gcvP	61.52
group_974	55.96
putA	61.26
group_647	55.17
group_35	59.39
group_648	60.17
group_649	60.05
iolB	58.52
iolE	56.70
iolD	62.55
iolC	60.63
group_651	58.72
iolG	58.91
group_975	60.89
group_1344	58.94
group_3868	56.40
group_1345	55.68
group_1346	59.02
cueO	60.10
group_4104	53.26
group_2422	57.41
dadA	60.33
group_3943	59.15
group_1348	56.64
group_1349	60.90
group_4135	58.71
group_4122	56.81
fdhD	58.77
group_4142	57.86
group_1350	57.03
group_3815	55.44
group_1862	54.99
group_1863	57.44
group_1351	43.14
group_977	57.59
rlmE	60.44
gppA	63.33
glnQ	58.66
group_4027	58.44
group_979	55.30
group_36	60.75
group_1864	60.26
group_3763	56.39
group_1865	57.86
group_1352	59.71
group_652	56.13
hpaE_1	57.75
group_101	56.05
group_1353	54.59
ilvE	58.83
group_1866	54.35
group_2423	54.60
adeP	59.47
group_1867	53.67
group_72	59.74
group_980	59.66
group_654	55.71
group_1354	57.16
ugpB	56.45
group_1868	58.31
ade	58.56
group_1355	60.95
group_981	59.87
group_218	60.79
group_448	59.08
group_656	58.40
group_1869	60.14
pcaG_2	57.61
pcaC	59.76
pcaD	58.83
pcaQ	58.09
group_1870	60.43
group_2424	57.79
group_2425	58.19
group_3834	60.04
group_220	64.76
group_301	62.06
group_2426	61.64
group_2427	58.33
group_1356	65.03
group_2428	59.69
group_1357	58.91
group_1871	58.11
group_1872	57.68
group_1358	58.21
group_3707	61.70
group_1359	63.37
group_3869	58.93
group_102	60.96
group_6	64.37
group_4112	62.29
group_982	57.97
group_1873	58.58
group_1874	59.82
ccmI	61.49
ccmE	59.44
group_983	60.04
group_1360	55.35
group_3802	60.25
group_1361	60.03
group_657	58.99
group_450	58.20
group_221	50.62
group_451	60.71
pepN	59.35
group_302	59.69
group_159	58.78
group_1362	61.40
group_1363	59.22
group_303	59.42
group_658	58.28
group_2429	53.57
group_4146	52.38
group_3905	54.57
group_3832	58.05
group_4066	54.17
group_984	57.36
group_3778	54.86
group_1875	57.45
group_659	62.13
hisC	55.82
group_985	52.43
group_7	56.79
group_660	53.43
group_986	57.84
group_203	59.81
group_4085	56.92
smpB	55.77
group_1365	58.18
group_1876	54.17
group_3695	55.97
group_304	57.83
pyrE	60.28
group_2299	56.75
hemN_1	57.23
group_661	59.24
group_1878	58.45
group_662	61.11
group_3680	54.57
lepB	56.58
group_1879	59.01
era	57.59
recO	59.01
group_1366	62.16
group_3738	59.74
group_987	57.52
group_3928	59.78
group_1367	58.82
group_3640	52.33
group_1368	54.84
group_3734	58.11
group_1880	60.51
group_1881	60.00
group_1369	57.74
cysS	59.17
group_663	63.70
cimA	59.29
rarD	58.23
group_454	58.02
rsmA	59.57
pdxA	60.37
group_1882	56.84
group_1883	55.62
lptG	54.27
lptF	55.75
pepA	58.57
group_1884	56.22
group_2430	62.23
group_455	58.83
group_4043	56.92
ndk	57.92
group_1885	56.26
group_3714	56.50
moaD	53.49
pgsA	55.21
uvrC	59.62
group_1370	57.88
group_4029	57.79
group_1886	57.67
group_1887	58.70
group_2432	61.57
group_1371	57.96
group_1888	62.29
group_161	59.38
group_2433	62.24
group_307	65.97
purN	59.71
group_1889	60.65
group_308	56.04
hda	60.31
group_665	59.08
group_1890	62.60
group_1891	58.30
group_3691	49.36
glcA_1	59.10
glcA_2	57.11
group_1373	53.27
group_3855	53.10
group_991	53.48
group_1892	52.08
group_992	51.57
group_2434	54.01
group_457	52.20
group_666	54.12
group_1893	47.33
group_1894	49.02
group_993	47.18
group_2435	47.98
group_994	46.56
group_458	59.35
btpB	57.00
group_1896	62.57
group_3670	59.84
group_2436	49.48
group_459	56.24
lpxE	56.51
group_1897	55.23
group_103	56.87
group_3667	58.14
group_1780	58.14
group_1898	54.78
group_3959	59.34
group_1899	54.51
group_460	56.98
ppx	59.13
rnd	60.19
aspS	58.39
group_996	55.81
parC	58.11
group_667	58.67
group_3686	54.14
hemB	59.25
group_997	58.38
group_1376	58.16
group_4013	55.81
group_3863	58.06
glyA2	58.43
nrdR	58.07
ribD	61.68
group_3940	57.31
group_668	57.79
nusB	59.11
group_162	59.71
group_670	58.38
group_671	53.33
group_998	55.56
plsX	58.21
group_1377	59.77
group_3872	52.78
group_999	58.01
sugE	52.83
group_73	55.49
group_4103	56.02
group_1246	53.23
group_1001	54.97
group_1900	54.34
group_55	58.68
argC	59.27
speB	59.10
rpsI	61.22
rplM	57.42
group_673	58.61
group_674	57.24
group_1378	61.28
group_1901	45.03
group_1902	53.58
group_1002	53.44
group_1903	40.00
group_1379	59.28
hisI	57.38
folE	57.01
group_2438	57.37
yidD	59.68
group_309	57.17
group_2439	59.79
thrS	56.35
group_1003	57.57
ydjA	57.95
group_1004	56.21
mazG	53.70
galE_1	53.77
group_1906	55.18
group_1381	55.60
pepE	58.86
tdh	62.20
aaeA	58.11
emrB	56.61
group_1382	55.33
group_463	56.35
group_1907	55.17
sseA	58.01
group_1384	55.91
group_1249	58.02
group_676	62.00
ilvA	51.95
wrbA	59.00
group_1908	57.58
group_1385	59.34
gpt	57.31
group_1910	59.51
group_1007	57.63
group_464	51.18
group_905	55.48
group_465	57.57
cckA	58.78
group_2441	52.54
group_163	60.30
dksA	52.04
group_2443	53.89
group_312	58.52
group_1386	59.50
group_2444	56.93
folK	59.36
folB	53.06
folP	57.98
group_2446	56.68
group_2447	56.17
group_1912	53.14
group_2448	60.80
group_14	59.49
group_2449	54.92
group_1388	55.42
group_2450	56.25
group_1008	55.87
group_678	57.39
group_1389	59.70
group_593	57.10
group_3788	57.42
group_1390	57.05
group_1009	53.85
group_1010	59.20
gor	55.77
group_1011	60.15
rpiA	57.22
group_3897	57.59
group_1913	61.46
APOA1BP	60.49
group_3601	53.69
glnA	55.53
group_1915	58.49
group_1393	57.14
group_466	54.33
group_313	59.43
group_1012	59.56
group_1916	56.53
dtd3	55.81
group_679	57.82
group_1917	59.83
group_1395	57.83
group_1918	58.19
group_1396	57.82
arsC	55.75
group_1919	51.34
group_2451	59.68
group_2452	43.24
group_314	44.87
group_4119	46.72
group_228	48.35
group_3996	50.48
group_315	53.10
group_3888	51.25
group_4101	55.44
group_1920	53.14
group_467	58.87
group_1921	59.55
group_1922	59.17
group_1013	57.29
group_680	62.06
group_104	60.07
group_1923	58.21
group_316	56.38
group_681	58.77
group_164	57.39
group_1924	55.11
group_1925	56.70
group_1398	56.59
group_317	55.98
group_682	54.46
group_3632	54.24
group_1926	58.51
group_3908	60.26
group_683	62.18
group_901	58.73
group_684	54.03
group_1014	62.29
group_229	61.02
group_3878	54.59
group_1399	56.42
group_685	56.94
group_24	58.03
group_686	53.02
group_230	59.75
group_318	58.49
group_105	57.59
group_1400	59.97
group_106	59.73
group_1401	58.24
araE	60.46
group_1402	55.46
group_1403	49.44
group_2453	57.62
group_687	59.20
gmd_1	47.84
group_1404	47.10
group_1927	45.98
