"V1"	"V2"	"V3"	"V4"	"Genome"	"ST"	"clusters"
0.132403506769785	-0.222645657184061	-0.0940761033964918	-0.0676319474180573	"00-2529-3_2000"	"11"	"1"
0.130500484237355	-0.241140366616921	-0.160136640649463	-0.0495331388874414	"00-2782_2000"	"11"	"1"
0.0883019534345928	-0.22817096115503	-0.152535047220425	-0.018622448772122	"00-2956-4_2000"	"11"	"1"
0.082503046366419	-0.152596173874793	-0.12333849816853	0.130231704234435	"00-3099-5733_2000"	"11"	"1"
0.111971332256055	-0.19921548578095	-0.219031959635885	-0.0184471279946704	"00-3099-5734_2000"	"11"	"1"
0.142584638832343	-0.167213767025808	-0.0848051206006527	-0.00705375104756655	"00-4216_2000"	"11"	"1"
0.10100766118138	-0.233995395297901	-0.172145509618732	0.0181309912477804	"01-3016-5171_2001"	"11"	"1"
0.241423561088645	-0.0387942478555621	0.194454223759531	0.0413144058543548	"2008724259_2007"	"11"	"2"
-0.16706246322028	-0.00495841230011999	0.0532992247458355	0.0166271005378362	"2011TE116411_2011"	"43"	"3"
-0.107468112711206	0.073970605189852	0.0832002143753277	-0.154500009384384	"2011TE116911_2011"	"43"	"3"
-0.130815892063495	0.0655827124543725	0.154618784370185	-0.114881471064945	"2011TE117111_2011"	"43"	"3"
-0.115775932319968	0.00237492805354473	0.0117151742167637	0.0342542136384946	"2011TE1178211_2011"	"11"	"3"
0.263689890028705	0.0493638679827827	0.125635467269679	0.0765884866118459	"2011TE1178911_2011"	"11"	"2"
-0.125763177334362	0.0175602745087067	-0.0526160254848626	0.00874240000198678	"2011TE1179111_2011"	"11"	"3"
-0.130692331910833	0.0906549508886824	-0.0513781348964095	0.00256986762327823	"2011TE1179311_2011"	"11"	"3"
-0.107771078102689	0.0583744486695355	0.0160290866714227	0.0410017322423595	"2011TE1179811_2011"	"11"	"3"
-0.0896943827571681	-0.024686440062456	-0.0396925051156081	0.0626954440693941	"2011TE1180211_2011"	"11"	"3"
0.220642441081266	0.207563740509597	-0.0174660041560868	0.00299755066032192	"2011TE1180311_2011"	"11"	"2"
0.211902122542821	0.131061369281561	-0.0788678684299054	0.0855889658516716	"2011TE1180511_2011"	"11"	"2"
0.221356116596958	0.217166221880302	0.0172573743083534	-0.0179958617419633	"2011TE1181011_2011"	"11"	"2"
-0.0825506877837737	0.0627271377606767	-0.0369212541240306	-0.0288457524975406	"2011TE1181411_2011"	"11"	"3"
-0.0927639929868166	-0.0339192726459191	0.114930114489009	0.0464368413462516	"2011TE1181511_2011"	"11"	"3"
-0.144045029840395	0.025710907745568	-0.0311037272886944	0.0938464610016901	"2011TE1182111_2011"	"11"	"3"
0.23317212693372	0.125570735018988	0.0280911731691836	0.0722151039454296	"2011TE1182611_2011"	"11"	"2"
0.229399701533461	0.118430937729869	0.0597174883503488	0.107595167135161	"2011TE1182811_2011"	"11"	"2"
-0.0769632598107646	-0.0497791369360889	0.0451895684563559	0.0896603891432055	"2011TE1184211_2011"	"11"	"3"
0.244944069733944	0.0736959332859694	0.134559266664865	0.063640541680647	"2011TE1184411_2011"	"11"	"2"
-0.11942358415081	0.0153995925543598	0.00526188867792092	-0.026761323815805	"2011TE1237211_2011"	"11"	"3"
-0.0819505619773468	0.0116030875100659	0.00751483090553416	0.0619894428051928	"2011TE1237311_2011"	"11"	"3"
-0.0811882872122307	-0.0391448775494522	0.0804070244724199	0.0717451524697803	"2011TE1284111_2011"	"11"	"3"
-0.121378024340835	0.0834487849693588	0.0294219199515537	-0.0457919890949956	"2011TE1284911_2011"	"11"	"3"
-0.10701330037964	0.0310318282191775	0.0151690147651121	0.0410875860210088	"2011TE1354111_2011"	"11"	"3"
0.0526585287730115	-0.0971961101786656	-0.140627891415698	0.0936705892393521	"2011TE199411_2011"	"11"	"1"
0.0373480056245975	-0.103743253094025	-0.00649954483392139	0.15661305627554	"2011TE199511_2011"	"11"	"1"
-0.113468217839553	-0.0426928995395192	0.131603893337917	0.058610024870763	"2011TE2168711_2011"	"43"	"3"
-0.160369667188017	-0.00980945187063471	0.00174070670417628	0.0602611467625048	"2011TE229911_2011"	"43"	"3"
0.0520458253831592	-0.152414292847556	-0.0525422919568346	0.176465404312021	"2011TE246111_2011"	"11"	"1"
0.0711088321297661	-0.107362810982909	-0.128139868199319	0.113458146551703	"2011TE392211_2011"	"11"	"1"
