group_2373	153	51.63
group_3807	1365	54.80
sutR	1929	52.83
ygaZ	675	51.85
group_2375	387	60.21
queA	1092	58.24
group_3839	507	59.57
group_3933	591	56.01
coaD	495	55.76
group_3614	150	52.67
group_1783	99	52.53
gyrA	2769	58.87
group_1243	630	56.83
phnN	507	56.02
phnF	762	54.86
group_1244	567	54.50
group_599	1149	57.53
group_33	3090	57.31
group_600	984	59.55
group_2376	852	59.04
group_1245	1185	56.71
group_1246	1146	57.07
group_203	534	54.68
group_3979	618	58.09
group_601	1767	55.57
group_1785	240	57.92
murA	1290	61.09
group_1786	441	55.10
hisD	1293	61.64
group_1787	483	59.01
group_1788	474	58.65
infA	219	52.05
group_2378	627	61.08
yacG	216	59.72
btpA	828	46.86
group_2380	195	55.38
group_1247	414	52.17
group_2381	609	52.38
group_1248	174	56.90
group_1789	108	55.56
group_2382	291	51.89
group_2383	228	54.39
group_2384	246	53.66
group_1790	477	36.69
group_2385	486	40.33
group_1249	549	48.45
group_2386	357	47.06
group_2387	234	58.55
group_2388	207	55.56
group_1250	591	48.05
group_2389	306	52.94
group_1791	183	48.63
group_2390	2046	56.84
group_41	2121	55.82
group_2391	177	50.85
group_2392	1017	53.59
group_2393	165	50.30
group_909	588	50.34
group_604	1530	55.10
group_1251	882	59.75
group_2394	210	52.38
group_2395	219	55.25
group_1792	447	45.64
group_1252	1047	54.63
group_1793	552	48.01
group_910	1278	58.61
group_911	846	59.22
group_3620	99	51.52
group_912	1080	60.46
rhaM	345	51.01
group_1253	1119	59.87
ugpC_1	1092	60.26
group_1794	876	59.70
group_139	894	58.95
group_1795	1320	57.73
group_1758	780	60.38
group_1254	849	59.95
group_2396	111	62.16
group_1255	555	57.48
group_22	1755	60.51
soxD	306	58.82
group_607	1254	59.57
group_284	1266	60.98
group_2397	306	49.67
group_1256	192	43.75
group_3893	930	56.45
group_1257	1212	62.29
group_913	939	63.58
group_410	747	61.04
hmrR	450	58.67
group_10	2481	62.15
group_914	2112	57.77
thiD	876	62.67
thiO	1005	63.58
thiS	198	59.09
thiG	771	62.52
group_285	969	57.38
tenA	699	58.94
ribX	636	64.47
astD	1434	59.21
atm1	1209	61.46
group_1261	621	61.67
purR	1023	59.82
group_609	408	60.54
group_413	1035	58.94
group_915	1518	57.91
group_1262	969	64.71
glpD	1503	60.21
group_916	792	58.21
group_917	738	57.32
group_4005	762	56.56
cysQ	846	61.23
cysN	1935	58.19
cysD	996	55.12
group_918	1371	59.52
group_611	708	51.41
metH	3786	59.24
group_1263	390	61.28
group_2398	246	56.91
group_1264	579	59.24
group_3661	294	53.06
group_1797	525	59.24
group_63	759	63.37
group_414	1671	57.63
group_4147	303	62.71
cobA_2	1458	63.58
group_1265	381	61.42
rsmI	912	62.28
group_1266	1215	60.41
rdgB	663	59.43
group_1798	222	57.21
group_4120	174	58.62
rph	717	62.62
hrcA	1125	58.93
grpE	693	59.45
group_2399	657	60.12
group_416	993	59.92
group_93	714	58.40
nth	747	60.51
group_1268	498	59.04
group_3715	423	56.26
group_4111	246	58.54
ptsN	465	58.49
raiA	594	58.75
rpoN	1503	57.68
lptB	738	60.16
group_1800	651	60.83
lptC	723	55.88
sppA	984	60.37
group_1801	306	55.88
group_1802	324	58.95
group_1803	690	61.59
group_1270	450	60.67
group_1271	894	60.29
group_921	498	52.61
group_1804	894	58.39
mutS	2733	60.34
tme	1401	61.38
group_417	894	61.63
group_418	2805	58.57
murJ	1590	59.87
trpS	1068	59.55
group_1805	540	60.93
group_1272	573	59.69
group_1273	621	57.33
group_4129	495	63.43
regA	564	60.46
group_1274	1002	59.68
group_288	1539	60.17
galU	894	57.05
group_903	1239	59.40
group_923	717	56.62
group_1275	318	56.29
group_924	2496	55.61
virB5	717	56.07
group_4055	1044	55.46
group_4127	174	58.05
group_1276	720	55.69
virB9	870	57.59
virB10	1143	58.53
virB11	1086	58.66
group_1277	519	57.61
group_279	1152	58.85
group_925	1404	53.06
group_1278	1455	60.48
gltB	4752	60.37
group_614	1050	59.81
ibpA	471	56.05
group_1279	399	62.16
group_276	993	61.23
hisN	777	61.13
group_1280	891	58.25
group_2400	363	54.27
group_2401	639	55.24
group_2402	1071	57.89
group_1281	717	59.27
group_927	321	65.11
mgtA	2718	59.20
group_2403	294	65.31
group_928	786	61.58
group_929	1266	61.61
group_205	2190	62.33
group_4131	492	64.23
group_3856	738	58.94
group_4058	483	61.08
group_3990	717	58.72
group_3731	753	58.83
group_615	1083	61.03
group_4022	942	57.22
braC	1251	57.71
group_616	741	58.70
sigF	651	62.98
group_617	285	51.58
group_930	810	55.93
group_2404	789	57.92
group_1809	1341	58.84
group_1282	1176	61.65
group_67	1620	61.11
group_2405	873	60.82
dhbA	777	61.52
group_2407	741	63.02
group_1283	591	58.21
group_1810	567	54.32
group_3622	477	57.44
group_206	1572	62.34
rihA	1011	61.13
rbsK	942	61.78
group_4140	201	54.23
group_1284	114	44.74
group_931	1194	54.02
repB	987	57.65
repA	1194	55.70
hemN_2	1353	56.25
group_419	1896	59.49
group_1811	729	54.05
group_1812	501	57.68
group_1813	294	54.76
group_1814	948	57.28
livH	864	55.09
group_932	1221	54.38
group_420	804	54.60
group_619	1986	55.04
group_933	1125	60.09
group_1287	741	59.78
group_3900	714	56.44
group_3629	960	55.62
group_144	1488	57.73
group_934	846	59.22
group_145	1173	61.64
group_289	933	57.77
group_55	822	56.93
group_3903	735	54.01
group_935	870	57.24
group_3741	324	52.78
group_1288	705	62.55
btuD	1548	61.69
group_2408	135	54.81
group_889	939	63.58
group_936	1182	60.15
group_207	1659	61.24
puuC	1479	60.99
group_208	1452	61.09
group_1289	783	60.79
group_937	1257	60.46
group_3654	645	59.53
group_938	1359	59.90
group_94	1284	59.58
group_939	993	61.23
hpaR	474	60.97
group_3769	393	58.78
hpaE_2	1515	59.93
hpaD	981	59.23
group_209	867	59.05
hpaH	804	59.20
hpaI	810	61.11
group_2410	138	58.70
styD	177	61.02
aldA	1170	61.20
group_423	969	56.55
group_941	1284	55.30
group_620	1536	53.45
xylF_2	1020	54.71
group_621	1056	55.97
bmaC_2	8277	57.17
bmaC_3	1971	57.33
group_1816	849	54.65
fliF_2	723	59.61
fliF_1	1002	59.88
group_622	681	59.62
group_623	1101	60.31
group_1294	1158	60.62
group_146	1275	61.33
group_3958	573	57.59
group_1295	684	53.95
flgE	1191	57.60
flgK	1257	59.11
group_942	1047	56.35
flaF	345	54.20
flbT	459	58.17
flgD	414	56.04
fliQ	267	55.81
group_1818	315	54.60
group_2412	495	56.97
flhA	1140	57.98
fliR	768	55.99
group_1819	591	58.88
group_290	495	56.77
group_944	336	56.55
group_1820	438	58.22
group_147	861	57.49
znuA	1005	54.63
zigA	1203	56.28
group_425	372	56.99
group_945	882	58.50
tgt_1	609	59.61
group_1298	246	52.44
group_3694	315	55.24
group_4126	171	52.05
group_1299	711	51.62
group_426	324	56.48
group_3615	276	57.61
group_1821	231	51.52
group_148	705	59.43
group_3638	204	51.96
group_3671	216	56.94
group_3581	204	45.10
group_1822	1026	50.68
group_1823	252	53.57
group_1300	1596	55.58
group_2413	384	61.46
group_427	1620	58.33
group_626	1107	56.46
group_1824	360	55.28
moaA	990	58.48
group_1825	591	53.81
group_2414	159	52.20
group_946	447	55.70
gstB	330	60.00
group_947	876	55.82
group_149	150	56.00
group_1303	2733	57.23
group_627	732	57.92
bepC	1359	59.09
group_3936	669	56.05
group_2415	201	59.70
group_948	624	54.65
sufA	381	57.48
group_1304	1449	57.90
group_1305	774	54.39
group_1306	972	51.65
group_1827	420	57.38
group_1828	1245	55.66
sufD	1278	59.08
sufC	756	55.82
sufB	1524	55.64
group_291	1179	60.14
group_950	675	57.78
group_3776	333	55.56
group_951	1122	60.25
group_952	1254	58.21
group_96	3399	56.69
bcp	465	56.13
group_1759	828	56.76
group_1830	363	61.71
group_1	369	58.54
prfB	966	57.66
group_628	2460	58.29
group_210	1215	57.45
rne	2676	58.82
aspC	1164	59.28
group_429	1416	58.47
group_430	798	56.02
aroQ	474	55.06
group_1832	471	61.15
accC	1380	57.61
group_1833	570	58.60
group_3664	471	57.75
group_1834	411	59.12
group_3790	504	53.57
gatB	1503	57.22
group_1229	1416	56.50
group_2416	570	55.79
group_954	1137	56.64
group_1310	147	59.86
trmFO	1401	59.67
group_432	834	58.03
group_1311	390	60.26
secDF	2277	56.83
yajC	342	54.39
group_1836	867	54.79
group_955	1299	60.43
group_1313	669	58.45
surE	768	60.94
serS	1410	58.65
tatC	825	57.21
tatB	582	56.53
group_4114	219	55.71
scpB	726	60.74
group_631	852	61.03
nagZ	1020	59.12
group_590	2973	59.23
group_1315	1758	57.05
group_1316	1209	58.56
erpA	327	54.74
group_433	708	57.34
xth	840	55.12
group_958	768	57.55
